REF_DATE,Institution,Rank,total_teaching_staff,teaching_staff_excluded,average_salary,median_salary,tenth_percentile_salaries,nintyth_percentile_salaries
2020/2021,Brandon University,Full professor - Without senior administrative duties,42,-Inf,153125,158250,130125,165450
2020/2021,Brandon University,Males,87,-Inf,128275,133625,95325,165450
2020/2021,Brandon University,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2020/2021,Brandon University,Rank or level below assistant professor,21,-Inf,78625,75450,70725,89225
2020/2021,Cape Breton University,All ranks combined (including deans),168,-Inf,110925,105600,85500,141650
2020/2021,Cape Breton University,Assistant professor,48,-Inf,98600,100300,87775,110700
2020/2021,Cape Breton University,Associate professor,57,-Inf,119025,116625,102125,135950
2020/2021,Cape Breton University,Associate professor - With senior administrative duties,12,-Inf,139575,135400,116550,175325
2020/2021,Cape Breton University,Associate professor - Without senior administrative duties,45,-Inf,114100,115225,99075,130550
2020/2021,Cape Breton University,Females,81,-Inf,106300,102700,87775,130550
2020/2021,Cape Breton University,Full professor,21,-Inf,139600,136450,122100,158850
2020/2021,Cape Breton University,Full professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2020/2021,Cape Breton University,Full professor - Without senior administrative duties,21,-Inf,139600,136450,122100,158850
2020/2021,Cape Breton University,Males,87,-Inf,115250,108250,79025,151025
2020/2021,Cape Breton University,Other (not elsewhere classified),3,-Inf,-Inf,-Inf,-Inf,-Inf
2020/2021,Cape Breton University,Rank or level below assistant professor,36,-Inf,92125,93225,74700,105600
2020/2021,Capilano University,All ranks combined (including deans),153,12,98725,98975,98975,98975
2020/2021,Capilano University,Females,78,9,98725,98975,98975,98975
2020/2021,Capilano University,Males,75,-Inf,98725,98975,98975,98975
2020/2021,Capilano University,Rank or level below assistant professor,153,12,98725,98975,98975,98975
2020/2021,Concordia University,All ranks combined (including deans),1065,30,134225,135550,79600,176000
2020/2021,Concordia University,Assistant professor,258,-Inf,97625,99650,70375,122575
2020/2021,Concordia University,Associate professor,330,-Inf,136250,135125,115075,158475
2020/2021,Concordia University,Associate professor - With senior administrative duties,36,-Inf,154150,145300,131800,192375
2020/2021,Concordia University,Associate professor - Without senior administrative duties,291,-Inf,133975,132775,115075,155700
2020/2021,Concordia University,Females,408,15,127675,128575,72700,171750
2020/2021,Concordia University,Full professor,402,9,162650,163050,138075,184525
2020/2021,Concordia University,Full professor - With senior administrative duties,42,-Inf,169950,170425,147900,189225
2020/2021,Concordia University,Full professor - Without senior administrative duties,360,6,161850,162425,135800,183400
2020/2021,Concordia University,Males,654,12,138350,140600,87250,178025
2020/2021,Concordia University,Other (not elsewhere classified),-Inf,21,-Inf,-Inf,-Inf,-Inf
2020/2021,Concordia University,Rank or level below assistant professor,75,-Inf,94225,96075,68100,136575
2020/2021,Concordia University,Visiting Staff,-Inf,24,-Inf,-Inf,-Inf,-Inf
2020/2021,École des hautes études commerciales,All ranks combined (including deans),300,12,133225,130400,103975,170900
2020/2021,École des hautes études commerciales,Assistant professor,48,6,108100,109650,103300,111300
2020/2021,École des hautes études commerciales,Associate professor,93,6,130800,132350,115750,136350
2020/2021,École des hautes études commerciales,Associate professor - With senior administrative duties,6,-Inf,160675,-Inf,-Inf,-Inf
2020/2021,École des hautes études commerciales,Associate professor - Without senior administrative duties,87,6,128700,132350,115750,136350
2020/2021,École des hautes études commerciales,Females,108,6,127675,115750,101775,170900
2020/2021,École des hautes études commerciales,Full professor,99,-Inf,164350,168375,138725,183075
2020/2021,École des hautes études commerciales,Full professor - With senior administrative duties,18,-Inf,191975,191100,165325,223125
2020/2021,École des hautes études commerciales,Full professor - Without senior administrative duties,84,-Inf,159025,163425,138725,170900
2020/2021,École des hautes études commerciales,Males,192,6,136375,136350,104975,170900
2020/2021,École des hautes études commerciales,Rank or level below assistant professor,63,-Inf,106500,110250,91250,115275
2020/2021,Grant MacEwan University,All ranks combined (including deans),432,12,105325,108100,76650,128400
2020/2021,Grant MacEwan University,Assistant professor,186,6,97475,104450,76650,108100
2020/2021,Grant MacEwan University,Associate professor,141,-Inf,122900,124050,111900,131300
2020/2021,Grant MacEwan University,Associate professor - With senior administrative duties,24,-Inf,132900,135150,119150,143300
2020/2021,Grant MacEwan University,Associate professor - Without senior administrative duties,117,-Inf,120750,124050,108100,128400
2020/2021,Grant MacEwan University,Females,246,12,99725,97500,75700,128400
2020/2021,Grant MacEwan University,Full professor,21,-Inf,135925,132900,129300,152075
2020/2021,Grant MacEwan University,Full professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2020/2021,Grant MacEwan University,Full professor - Without senior administrative duties,18,-Inf,134325,132900,127975,152500
2020/2021,Grant MacEwan University,Males,186,-Inf,112950,115800,81600,132900
2020/2021,Grant MacEwan University,Rank or level below assistant professor,78,3,79600,81075,70650,89900
2020/2021,Grant MacEwan University,Sex unknown/other,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2020/2021,King's College,All ranks combined (including deans),102,-Inf,132150,131025,101950,163150
2020/2021,King's College,Assistant professor,24,-Inf,109150,101950,95450,133025
2020/2021,King's College,Associate professor,66,-Inf,134950,132650,112375,161250
2020/2021,King's College,Associate professor - With senior administrative duties,15,-Inf,140300,139375,120600,164250
2020/2021,King's College,Associate professor - Without senior administrative duties,51,-Inf,133250,131625,110525,160100
2020/2021,King's College,Females,54,-Inf,128175,128200,101950,155700
2020/2021,King's College,Full professor,12,-Inf,160700,157300,132150,194425
2020/2021,King's College,Full professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2020/2021,King's College,Full professor - Without senior administrative duties,9,-Inf,166675,-Inf,-Inf,-Inf
2020/2021,King's College,Males,48,-Inf,136525,134250,99450,167150
2020/2021,Kwantlen Polytechnic University,All ranks combined (including deans),429,15,99225,98975,98975,98975
2020/2021,Kwantlen Polytechnic University,Females,210,12,99500,98975,97050,98975
2020/2021,Kwantlen Polytechnic University,Males,222,3,98975,98975,98975,98975
2020/2021,Kwantlen Polytechnic University,Other (not elsewhere classified),423,21,98625,98975,98975,98975
2020/2021,Lakehead University,All ranks combined (including deans),342,6,142000,140200,107000,183500
2020/2021,Lakehead University,Assistant professor,84,-Inf,109625,111700,91950,122700
2020/2021,Lakehead University,Associate professor,150,9,142050,139400,120400,167400
2020/2021,Lakehead University,Associate professor - With senior administrative duties,21,3,148625,152700,126000,174200
2020/2021,Lakehead University,Associate professor - Without senior administrative duties,126,-Inf,140875,138200,119300,167200
2020/2021,Lakehead University,Females,120,-Inf,135900,132300,107700,170000
2020/2021,Lakehead University,Full professor,90,6,170275,172125,145150,195675
2020/2021,Lakehead University,Full professor - With senior administrative duties,15,3,175775,174325,149725,198350
2020/2021,Lakehead University,Full professor - Without senior administrative duties,72,-Inf,169075,170125,144150,195175
2020/2021,Lakehead University,Males,222,-Inf,145350,145425,105700,186975
2020/2021,Lakehead University,Rank or level below assistant professor,9,-Inf,99825,-Inf,-Inf,-Inf
2020/2021,McGill University - Excluding medical and dental,All ranks combined (including deans),1377,18,140100,134300,88450,198275
2020/2021,McGill University - Excluding medical and dental,Assistant professor,279,9,113850,105000,84975,181500
2020/2021,McGill University - Excluding medical and dental,Associate professor,543,6,137700,131400,109875,166000
2020/2021,McGill University - Excluding medical and dental,Associate professor - With senior administrative duties,84,-Inf,158325,143775,118125,228075
2020/2021,McGill University - Excluding medical and dental,Associate professor - Without senior administrative duties,459,3,133950,129250,108325,157850
2020/2021,McGill University - Excluding medical and dental,Females,552,9,126875,120725,82850,178075
2020/2021,McGill University - Excluding medical and dental,Full professor,399,9,177675,172800,145100,217225
2020/2021,McGill University - Excluding medical and dental,Full professor - With senior administrative duties,72,6,194925,184400,151875,259050
2020/2021,McGill University - Excluding medical and dental,Full professor - Without senior administrative duties,324,-Inf,173775,169725,144625,210550
2020/2021,McGill University - Excluding medical and dental,Males,825,6,148900,143300,95950,206800
2020/2021,McGill University - Excluding medical and dental,Rank or level below assistant professor,147,-Inf,90325,84500,63125,126900
2020/2021,McGill University - Including medical and dental,All ranks combined (including deans),1971,24,143900,137575,91225,201900
2020/2021,McGill University - Including medical and dental,Assistant professor,384,12,110725,103025,85000,165875
2020/2021,McGill University - Including medical and dental,Associate professor,714,12,136225,130725,110175,162100
2020/2021,McGill University - Including medical and dental,Associate professor - With senior administrative duties,108,-Inf,155675,144575,117750,223375
2020/2021,McGill University - Including medical and dental,Associate professor - Without senior administrative duties,603,6,132750,128850,108550,154925
2020/2021,McGill University - Including medical and dental,Females,738,12,131100,124900,84750,186100
2020/2021,McGill University - Including medical and dental,Full professor,717,12,178825,172525,140975,223100
2020/2021,McGill University - Including medical and dental,Full professor - With senior administrative duties,144,9,203250,189150,151850,275325
